,STNAME,State,City,PopEstimate2016
4940,Delaware,DE,REHOBOTH BEACH CITY,1488
4941,Delaware,DE,SEAFORD CITY,7736
4942,Delaware,DE,SELBYVILLE TOWN,2421
4943,Delaware,DE,SLAUGHTER BEACH TOWN,233
4944,Delaware,DE,SMYRNA TOWN,11371
4945,Delaware,DE,SOUTH BETHANY TOWN,508
4946,Delaware,DE,TOWNSEND TOWN,2313
4947,Delaware,DE,VIOLA TOWN,171
4948,Delaware,DE,WILMINGTON CITY,71442
4949,Delaware,DE,WOODSIDE TOWN,196
4950,Delaware,DE,WYOMING TOWN,1486
4951,Delaware,DE,KENT COUNTY,174827
4952,Delaware,DE,BOWERS TOWN,360
4953,Delaware,DE,CAMDEN TOWN,3489
4954,Delaware,DE,CHESWOLD TOWN,1425
4955,Delaware,DE,CLAYTON TOWN (PT.),3157
4956,Delaware,DE,DOVER CITY,37786
4957,Delaware,DE,FARMINGTON TOWN,118
4958,Delaware,DE,FELTON TOWN,1408
4959,Delaware,DE,FREDERICA TOWN,828
4960,Delaware,DE,HARRINGTON CITY,3679
4961,Delaware,DE,HARTLY TOWN,71
4962,Delaware,DE,HOUSTON TOWN,393
4963,Delaware,DE,KENTON TOWN,265
4964,Delaware,DE,LEIPSIC TOWN,196
4965,Delaware,DE,LITTLE CREEK TOWN,234
4966,Delaware,DE,MAGNOLIA TOWN,235
4967,Delaware,DE,MILFORD CITY (PT.),4516
4968,Delaware,DE,SMYRNA TOWN (PT.),11337
4969,Delaware,DE,VIOLA TOWN,171
4970,Delaware,DE,WOODSIDE TOWN,196
4971,Delaware,DE,WYOMING TOWN,1486
4972,Delaware,DE,BALANCE OF KENT COUNTY,103477
4973,Delaware,DE,NEW CASTLE COUNTY,556987
4974,Delaware,DE,ARDEN VILLAGE,450
4975,Delaware,DE,ARDENCROFT VILLAGE,237
4976,Delaware,DE,ARDENTOWN VILLAGE,273
4977,Delaware,DE,BELLEFONTE TOWN,1178
4978,Delaware,DE,CLAYTON TOWN (PT.),0
4979,Delaware,DE,DELAWARE CITY CITY,1742
4980,Delaware,DE,ELSMERE TOWN,6106
4981,Delaware,DE,MIDDLETOWN TOWN,20876
4982,Delaware,DE,NEWARK CITY,33398
4983,Delaware,DE,NEW CASTLE CITY,5357
4984,Delaware,DE,NEWPORT TOWN,1050
4985,Delaware,DE,ODESSA TOWN,372
4986,Delaware,DE,SMYRNA TOWN (PT.),34
4987,Delaware,DE,TOWNSEND TOWN,2313
4988,Delaware,DE,WILMINGTON CITY,71442
4989,Delaware,DE,BALANCE OF NEW CASTLE COUNTY,412159
4990,Delaware,DE,SUSSEX COUNTY,220251
4991,Delaware,DE,BETHANY BEACH TOWN,1194
4992,Delaware,DE,BETHEL TOWN,192
4993,Delaware,DE,BLADES TOWN,1380
4994,Delaware,DE,BRIDGEVILLE TOWN,2302
4995,Delaware,DE,DAGSBORO TOWN,878
4996,Delaware,DE,DELMAR TOWN,1765
4997,Delaware,DE,DEWEY BEACH TOWN,379
4998,Delaware,DE,ELLENDALE TOWN,423
4999,Delaware,DE,FENWICK ISLAND TOWN,426
5000,Delaware,DE,FRANKFORD TOWN,951
5001,Delaware,DE,GEORGETOWN TOWN,7206
5002,Delaware,DE,GREENWOOD TOWN,1085
5003,Delaware,DE,HENLOPEN ACRES TOWN,138
5004,Delaware,DE,LAUREL TOWN,4160
5005,Delaware,DE,LEWES CITY,3074
5006,Delaware,DE,MILFORD CITY (PT.),6463
5007,Delaware,DE,MILLSBORO TOWN,4293
5008,Delaware,DE,MILLVILLE TOWN,602
5009,Delaware,DE,MILTON TOWN,2879
5010,Delaware,DE,OCEAN VIEW TOWN,2076
5011,Delaware,DE,REHOBOTH BEACH CITY,1488
5012,Delaware,DE,SEAFORD CITY,7736
5013,Delaware,DE,SELBYVILLE TOWN,2421
5014,Delaware,DE,SLAUGHTER BEACH TOWN,233
5015,Delaware,DE,SOUTH BETHANY TOWN,508
5016,Delaware,DE,BALANCE OF SUSSEX COUNTY,165999
5017,Florida,FL,ALACHUA CITY,9893
5018,Florida,FL,ALFORD TOWN,466
5019,Florida,FL,ALTAMONTE SPRINGS CITY,43492
5020,Florida,FL,ALTHA TOWN,530
5021,Florida,FL,ANNA MARIA CITY,1723
5022,Florida,FL,APALACHICOLA CITY,2328
5023,Florida,FL,APOPKA CITY,49458
5024,Florida,FL,ARCADIA CITY,7941
5025,Florida,FL,ARCHER CITY,1191
5026,Florida,FL,ASTATULA TOWN,1955
5027,Florida,FL,ATLANTIC BEACH CITY,13452
5028,Florida,FL,ATLANTIS CITY,2122
5029,Florida,FL,AUBURNDALE CITY,15540
5030,Florida,FL,AVENTURA CITY,37724
5031,Florida,FL,AVON PARK CITY,10259
5032,Florida,FL,BALDWIN TOWN,1460
5033,Florida,FL,BAL HARBOUR VILLAGE,3050
5034,Florida,FL,BARTOW CITY,19499
5035,Florida,FL,BASCOM TOWN,118
5036,Florida,FL,BAY HARBOR ISLANDS TOWN,5975
5037,Florida,FL,BAY LAKE CITY,50
5038,Florida,FL,BELL TOWN,469
5039,Florida,FL,BELLEAIR TOWN,4022
5040,Florida,FL,BELLEAIR BEACH CITY,1623
5041,Florida,FL,BELLEAIR BLUFFS CITY,2111
5042,Florida,FL,BELLEAIR SHORE TOWN,113
5043,Florida,FL,BELLE GLADE CITY,19130
5044,Florida,FL,BELLE ISLE CITY,6825
5045,Florida,FL,BELLEVIEW CITY,4869
5046,Florida,FL,BEVERLY BEACH TOWN,377
5047,Florida,FL,BISCAYNE PARK VILLAGE,3198
5048,Florida,FL,BLOUNTSTOWN CITY,2500
5049,Florida,FL,BOCA RATON CITY,96114
5050,Florida,FL,BONIFAY CITY,2750
5051,Florida,FL,BONITA SPRINGS CITY,54198
5052,Florida,FL,BOWLING GREEN CITY,2908
5053,Florida,FL,BOYNTON BEACH CITY,75569
5054,Florida,FL,BRADENTON CITY,55687
5055,Florida,FL,BRADENTON BEACH CITY,1262
5056,Florida,FL,BRANFORD TOWN,726
5057,Florida,FL,BRINY BREEZES TOWN,604
5058,Florida,FL,BRISTOL CITY,966
5059,Florida,FL,BRONSON TOWN,1113
5060,Florida,FL,BROOKER TOWN,332
5061,Florida,FL,BROOKSVILLE CITY,7999
5062,Florida,FL,BUNNELL CITY,2869
5063,Florida,FL,BUSHNELL CITY,3067
5064,Florida,FL,CALLAHAN TOWN,1279
5065,Florida,FL,CALLAWAY CITY,15269
5066,Florida,FL,CAMPBELLTON TOWN,221
5067,Florida,FL,CAPE CANAVERAL CITY,10352
5068,Florida,FL,CAPE CORAL CITY,179804
5069,Florida,FL,CARRABELLE CITY,2744
5070,Florida,FL,CARYVILLE TOWN,281
5071,Florida,FL,CASSELBERRY CITY,27053
5072,Florida,FL,CEDAR KEY CITY,706
5073,Florida,FL,CENTER HILL CITY,1350
5074,Florida,FL,CENTURY TOWN,1786
5075,Florida,FL,CHATTAHOOCHEE CITY,3152
5076,Florida,FL,CHIEFLAND CITY,2225
5077,Florida,FL,CHIPLEY CITY,3580
5078,Florida,FL,CINCO BAYOU TOWN,425
5079,Florida,FL,CLEARWATER CITY,114361
5080,Florida,FL,CLERMONT CITY,33549
5081,Florida,FL,CLEWISTON CITY,7648
5082,Florida,FL,CLOUD LAKE TOWN,146
5083,Florida,FL,COCOA CITY,18102
5084,Florida,FL,COCOA BEACH CITY,11761
5085,Florida,FL,COCONUT CREEK CITY,59405
5086,Florida,FL,COLEMAN CITY,855
5087,Florida,FL,COOPER CITY CITY,35405
5088,Florida,FL,CORAL GABLES CITY,50815
5089,Florida,FL,CORAL SPRINGS CITY,130059
5090,Florida,FL,COTTONDALE TOWN,896
5091,Florida,FL,CRESCENT CITY CITY,1548
5092,Florida,FL,CRESTVIEW CITY,23567
5093,Florida,FL,CROSS CITY TOWN,1710
5094,Florida,FL,CRYSTAL RIVER CITY,3138
5095,Florida,FL,CUTLER BAY TOWN,44707
5096,Florida,FL,DADE CITY CITY,7099
5097,Florida,FL,DANIA BEACH CITY,31422
5098,Florida,FL,DAVENPORT CITY,3982
5099,Florida,FL,DAVIE TOWN,101871
5100,Florida,FL,DAYTONA BEACH CITY,66645
5101,Florida,FL,DAYTONA BEACH SHORES CITY,4481
5102,Florida,FL,DEBARY CITY,20394
5103,Florida,FL,DEERFIELD BEACH CITY,79764
5104,Florida,FL,DEFUNIAK SPRINGS CITY,6284
5105,Florida,FL,DELAND CITY,31569
5106,Florida,FL,DELRAY BEACH CITY,67371
5107,Florida,FL,DELTONA CITY,90124
5108,Florida,FL,DESTIN CITY,13654
5109,Florida,FL,DORAL CITY,57947
5110,Florida,FL,DUNDEE TOWN,4209
5111,Florida,FL,DUNEDIN CITY,36381
5112,Florida,FL,DUNNELLON CITY,1803
5113,Florida,FL,EAGLE LAKE CITY,2520
5114,Florida,FL,EATONVILLE TOWN,2277
5115,Florida,FL,EBRO TOWN,272
5116,Florida,FL,EDGEWATER CITY,22077
5117,Florida,FL,EDGEWOOD CITY,2852
5118,Florida,FL,EL PORTAL VILLAGE,2480
5119,Florida,FL,ESTERO VILLAGE,32140
5120,Florida,FL,ESTO TOWN,357
5121,Florida,FL,EUSTIS CITY,20768
5122,Florida,FL,EVERGLADES CITY,411
5123,Florida,FL,FANNING SPRINGS CITY,991
5124,Florida,FL,FELLSMERE CITY,5547
5125,Florida,FL,FERNANDINA BEACH CITY,12459
5126,Florida,FL,FLAGLER BEACH CITY,4999
5127,Florida,FL,FLORIDA CITY CITY,12078
5128,Florida,FL,FORT LAUDERDALE CITY,178752
5129,Florida,FL,FORT MEADE CITY,6035
5130,Florida,FL,FORT MYERS CITY,77146
5131,Florida,FL,FORT MYERS BEACH TOWN,7085
5132,Florida,FL,FORT PIERCE CITY,45295
5133,Florida,FL,FORT WALTON BEACH CITY,21971
5134,Florida,FL,FORT WHITE TOWN,576
5135,Florida,FL,FREEPORT CITY,2119
5136,Florida,FL,FROSTPROOF CITY,3179
5137,Florida,FL,FRUITLAND PARK CITY,6018
5138,Florida,FL,GAINESVILLE CITY,131591
5139,Florida,FL,GLEN RIDGE TOWN,235
5140,Florida,FL,GLEN ST. MARY TOWN,444
5141,Florida,FL,GOLDEN BEACH TOWN,968
5142,Florida,FL,GOLF VILLAGE,281
5143,Florida,FL,GRACEVILLE CITY,2212
5144,Florida,FL,GRAND RIDGE TOWN,868
5145,Florida,FL,GRANT-VALKARIA TOWN,4150
5146,Florida,FL,GREENACRES CITY,40013
5147,Florida,FL,GREEN COVE SPRINGS CITY,7666
5148,Florida,FL,GREENSBORO TOWN,607
5149,Florida,FL,GREENVILLE TOWN,796
5150,Florida,FL,GREENWOOD TOWN,654
5151,Florida,FL,GRETNA CITY,1382
5152,Florida,FL,GROVELAND CITY,12493
5153,Florida,FL,GULF BREEZE CITY,6466
5154,Florida,FL,GULFPORT CITY,12407
5155,Florida,FL,GULF STREAM TOWN,849
5156,Florida,FL,HAINES CITY CITY,23454
5157,Florida,FL,HALLANDALE BEACH CITY,39500
5158,Florida,FL,HAMPTON CITY,488
5159,Florida,FL,HASTINGS TOWN,644
5160,Florida,FL,HAVANA TOWN,1689
5161,Florida,FL,HAVERHILL TOWN,2094
5162,Florida,FL,HAWTHORNE CITY,1525
5163,Florida,FL,HIALEAH CITY,236387
5164,Florida,FL,HIALEAH GARDENS CITY,23837
5165,Florida,FL,HIGHLAND BEACH TOWN,3760
5166,Florida,FL,HIGHLAND PARK VILLAGE,255
5167,Florida,FL,HIGH SPRINGS CITY,5941
5168,Florida,FL,HILLCREST HEIGHTS TOWN,282
5169,Florida,FL,HILLIARD TOWN,3143
5170,Florida,FL,HILLSBORO BEACH TOWN,2004
5171,Florida,FL,HOLLY HILL CITY,12142
5172,Florida,FL,HOLLYWOOD CITY,151998
5173,Florida,FL,HOLMES BEACH CITY,4285
5174,Florida,FL,HOMESTEAD CITY,67996
5175,Florida,FL,HORSESHOE BEACH TOWN,169
5176,Florida,FL,HOWEY-IN-THE-HILLS TOWN,1181
5177,Florida,FL,HYPOLUXO TOWN,2738
5178,Florida,FL,INDIALANTIC TOWN,2890
5179,Florida,FL,INDIAN CREEK VILLAGE,91
5180,Florida,FL,INDIAN HARBOUR BEACH CITY,8586
5181,Florida,FL,INDIAN RIVER SHORES TOWN,4228
5182,Florida,FL,INDIAN ROCKS BEACH CITY,4316
5183,Florida,FL,INDIAN SHORES TOWN,1499
5184,Florida,FL,INGLIS TOWN,1317
5185,Florida,FL,INTERLACHEN TOWN,1361
5186,Florida,FL,INVERNESS CITY,7347
5187,Florida,FL,"ISLAMORADA, VILLAGE OF ISLANDS VILLAGE",6645
5188,Florida,FL,JACKSONVILLE CITY,880619
5189,Florida,FL,JACKSONVILLE BEACH CITY,23387
5190,Florida,FL,JACOB CITY CITY,243
5191,Florida,FL,JASPER CITY,4196
5192,Florida,FL,JAY TOWN,590
5193,Florida,FL,JENNINGS TOWN,873
5194,Florida,FL,JUNO BEACH TOWN,3564
5195,Florida,FL,JUPITER TOWN,63813
5196,Florida,FL,JUPITER INLET COLONY TOWN,453
5197,Florida,FL,JUPITER ISLAND TOWN,901
5198,Florida,FL,KENNETH CITY TOWN,5101
5199,Florida,FL,KEY BISCAYNE VILLAGE,13019
5200,Florida,FL,KEY COLONY BEACH CITY,852
5201,Florida,FL,KEYSTONE HEIGHTS CITY,1461
5202,Florida,FL,KEY WEST CITY,26990
5203,Florida,FL,KISSIMMEE CITY,69369
5204,Florida,FL,LABELLE CITY,4749
5205,Florida,FL,LA CROSSE TOWN,382
5206,Florida,FL,LADY LAKE TOWN,14974
5207,Florida,FL,LAKE ALFRED CITY,5766
5208,Florida,FL,LAKE BUENA VISTA CITY,11
5209,Florida,FL,LAKE BUTLER CITY,1815
5210,Florida,FL,LAKE CITY CITY,12285
5211,Florida,FL,LAKE CLARKE SHORES TOWN,3578
5212,Florida,FL,LAKE HAMILTON TOWN,1382
5213,Florida,FL,LAKE HELEN CITY,2740
5214,Florida,FL,LAKELAND CITY,106420
5215,Florida,FL,LAKE MARY CITY,16198
5216,Florida,FL,LAKE PARK TOWN,8595
5217,Florida,FL,LAKE PLACID TOWN,2259
5218,Florida,FL,LAKE WALES CITY,15860
5219,Florida,FL,LAKE WORTH CITY,37812
5220,Florida,FL,LANTANA TOWN,11221
5221,Florida,FL,LARGO CITY,83065
5222,Florida,FL,LAUDERDALE-BY-THE-SEA TOWN,6512
5223,Florida,FL,LAUDERDALE LAKES CITY,34790
5224,Florida,FL,LAUDERHILL CITY,71626
5225,Florida,FL,LAUREL HILL CITY,588
5226,Florida,FL,LAWTEY CITY,718
5227,Florida,FL,LAYTON CITY,189
5228,Florida,FL,LAZY LAKE VILLAGE,26
5229,Florida,FL,LEE TOWN,327
5230,Florida,FL,LEESBURG CITY,22419
5231,Florida,FL,LIGHTHOUSE POINT CITY,11143
5232,Florida,FL,LIVE OAK CITY,6965
5233,Florida,FL,LONGBOAT KEY TOWN,7326
5234,Florida,FL,LONGWOOD CITY,15011
5235,Florida,FL,LOXAHATCHEE GROVES TOWN,3441
5236,Florida,FL,LYNN HAVEN CITY,20850
5237,Florida,FL,MACCLENNY CITY,6562
5238,Florida,FL,MCINTOSH TOWN,469
5239,Florida,FL,MADEIRA BEACH CITY,4412
5240,Florida,FL,MADISON CITY,2853
5241,Florida,FL,MAITLAND CITY,17519
5242,Florida,FL,MALABAR TOWN,3007
5243,Florida,FL,MALONE TOWN,2084
5244,Florida,FL,MANALAPAN TOWN,457
5245,Florida,FL,MANGONIA PARK TOWN,1992
5246,Florida,FL,MARATHON CITY,8910
5247,Florida,FL,MARCO ISLAND CITY,17847
5248,Florida,FL,MARGATE CITY,57870
5249,Florida,FL,MARIANNA CITY,9052
5250,Florida,FL,MARINELAND TOWN,17
5251,Florida,FL,MARY ESTHER CITY,4289
5252,Florida,FL,MASCOTTE CITY,5538
5253,Florida,FL,MAYO TOWN,1232
5254,Florida,FL,MEDLEY TOWN,843
5255,Florida,FL,MELBOURNE CITY,81185
5256,Florida,FL,MELBOURNE BEACH TOWN,3276
5257,Florida,FL,MELBOURNE VILLAGE TOWN,701
5258,Florida,FL,MEXICO BEACH CITY,1190
5259,Florida,FL,MIAMI CITY,453579
5260,Florida,FL,MIAMI BEACH CITY,91917
5261,Florida,FL,MIAMI GARDENS CITY,113058
5262,Florida,FL,MIAMI LAKES TOWN,30873
5263,Florida,FL,MIAMI SHORES VILLAGE,10762
5264,Florida,FL,MIAMI SPRINGS CITY,14431
5265,Florida,FL,MICANOPY TOWN,638
5266,Florida,FL,MIDWAY CITY,3263
5267,Florida,FL,MILTON CITY,9839
5268,Florida,FL,MINNEOLA CITY,11078
5269,Florida,FL,MIRAMAR CITY,138449
5270,Florida,FL,MONTICELLO CITY,2402
5271,Florida,FL,MONTVERDE TOWN,1644
5272,Florida,FL,MOORE HAVEN CITY,1838
5273,Florida,FL,MOUNT DORA CITY,13818
5274,Florida,FL,MULBERRY CITY,4031
5275,Florida,FL,NAPLES CITY,21845
5276,Florida,FL,NEPTUNE BEACH CITY,7337
5277,Florida,FL,NEWBERRY CITY,5709
5278,Florida,FL,NEW PORT RICHEY CITY,16167
5279,Florida,FL,NEW SMYRNA BEACH CITY,25796
5280,Florida,FL,NICEVILLE CITY,14974
5281,Florida,FL,NOMA TOWN,207
5282,Florida,FL,NORTH BAY VILLAGE CITY,8262
5283,Florida,FL,NORTH LAUDERDALE CITY,43699
5284,Florida,FL,NORTH MIAMI CITY,62139
5285,Florida,FL,NORTH MIAMI BEACH CITY,43891
5286,Florida,FL,NORTH PALM BEACH VILLAGE,12993
5287,Florida,FL,NORTH PORT CITY,64274
5288,Florida,FL,NORTH REDINGTON BEACH TOWN,1475
5289,Florida,FL,OAK HILL CITY,2029
5290,Florida,FL,OAKLAND TOWN,2887
5291,Florida,FL,OAKLAND PARK CITY,44326
5292,Florida,FL,OCALA CITY,59253
5293,Florida,FL,OCEAN BREEZE PARK TOWN,357
5294,Florida,FL,OCEAN RIDGE TOWN,1923
5295,Florida,FL,OCOEE CITY,44820
5296,Florida,FL,OKEECHOBEE CITY,5691
5297,Florida,FL,OLDSMAR CITY,14397
5298,Florida,FL,OPA-LOCKA CITY,16457
5299,Florida,FL,ORANGE CITY CITY,11403
5300,Florida,FL,ORANGE PARK TOWN,8783
5301,Florida,FL,ORCHID TOWN,448
5302,Florida,FL,ORLANDO CITY,277173
5303,Florida,FL,ORMOND BEACH CITY,42162
5304,Florida,FL,OTTER CREEK TOWN,135
5305,Florida,FL,OVIEDO CITY,39337
5306,Florida,FL,PAHOKEE CITY,6094
5307,Florida,FL,PALATKA CITY,10452
5308,Florida,FL,PALM BAY CITY,110104
5309,Florida,FL,PALM BEACH TOWN,8690
5310,Florida,FL,PALM BEACH GARDENS CITY,53778
5311,Florida,FL,PALM BEACH SHORES TOWN,1237
5312,Florida,FL,PALM COAST CITY,85109
5313,Florida,FL,PALMETTO CITY,13446
5314,Florida,FL,PALMETTO BAY VILLAGE,24570
5315,Florida,FL,PALM SHORES TOWN,1034
5316,Florida,FL,PALM SPRINGS VILLAGE,24051
5317,Florida,FL,PANAMA CITY CITY,37635
5318,Florida,FL,PANAMA CITY BEACH CITY,12776
5319,Florida,FL,PARKER CITY,4617
5320,Florida,FL,PARKLAND CITY,31507
5321,Florida,FL,PAXTON TOWN,774
5322,Florida,FL,PEMBROKE PARK TOWN,6312
5323,Florida,FL,PEMBROKE PINES CITY,168587
5324,Florida,FL,PENNEY FARMS TOWN,821
5325,Florida,FL,PENSACOLA CITY,53779
5326,Florida,FL,PERRY CITY,7045
5327,Florida,FL,PIERSON TOWN,1849
5328,Florida,FL,PINECREST VILLAGE,19444
5329,Florida,FL,PINELLAS PARK CITY,52137
5330,Florida,FL,PLANTATION CITY,92706
5331,Florida,FL,PLANT CITY CITY,38200
5332,Florida,FL,POLK CITY TOWN,1973
5333,Florida,FL,POMONA PARK TOWN,882
5334,Florida,FL,POMPANO BEACH CITY,109393
5335,Florida,FL,PONCE DE LEON TOWN,555
5336,Florida,FL,PONCE INLET TOWN,3220
5337,Florida,FL,PORT ORANGE CITY,61105
5338,Florida,FL,PORT RICHEY CITY,2812
5339,Florida,FL,PORT ST. JOE CITY,3474
5340,Florida,FL,PORT ST. LUCIE CITY,185132
5341,Florida,FL,PUNTA GORDA CITY,18796
5342,Florida,FL,QUINCY CITY,7680
5343,Florida,FL,RAIFORD TOWN,244
5344,Florida,FL,REDDICK TOWN,527
5345,Florida,FL,REDINGTON BEACH TOWN,1483
5346,Florida,FL,REDINGTON SHORES TOWN,2234
5347,Florida,FL,RIVIERA BEACH CITY,34244
5348,Florida,FL,ROCKLEDGE CITY,27068
5349,Florida,FL,ROYAL PALM BEACH VILLAGE,38006
5350,Florida,FL,SAFETY HARBOR CITY,17606
5351,Florida,FL,ST. AUGUSTINE CITY,14280
5352,Florida,FL,ST. AUGUSTINE BEACH CITY,6979
5353,Florida,FL,ST. CLOUD CITY,47809
5354,Florida,FL,ST. LEO TOWN,1422
5355,Florida,FL,ST. LUCIE VILLAGE TOWN,636
5356,Florida,FL,ST. MARKS CITY,305
5357,Florida,FL,ST. PETE BEACH CITY,9671
5358,Florida,FL,ST. PETERSBURG CITY,260999
5359,Florida,FL,SAN ANTONIO CITY,1359
5360,Florida,FL,SANFORD CITY,58605
5361,Florida,FL,SANIBEL CITY,7351
5362,Florida,FL,SARASOTA CITY,56610
5363,Florida,FL,SATELLITE BEACH CITY,10832
5364,Florida,FL,SEA RANCH LAKES VILLAGE,730
5365,Florida,FL,SEBASTIAN CITY,24772
5366,Florida,FL,SEBRING CITY,10638
5367,Florida,FL,SEMINOLE CITY,18334
5368,Florida,FL,SEWALL'S POINT TOWN,2180
5369,Florida,FL,SHALIMAR TOWN,805
5370,Florida,FL,SNEADS TOWN,1768
5371,Florida,FL,SOPCHOPPY CITY,470
5372,Florida,FL,SOUTH BAY CITY,5111
5373,Florida,FL,SOUTH DAYTONA CITY,12789
5374,Florida,FL,SOUTH MIAMI CITY,12207
5375,Florida,FL,SOUTH PALM BEACH TOWN,1434
5376,Florida,FL,SOUTH PASADENA CITY,5111
5377,Florida,FL,SOUTHWEST RANCHES TOWN,7898
5378,Florida,FL,SPRINGFIELD CITY,9494
5379,Florida,FL,STARKE CITY,5416
5380,Florida,FL,STUART CITY,16623
5381,Florida,FL,SUNNY ISLES BEACH CITY,22086
5382,Florida,FL,SUNRISE CITY,93734
5383,Florida,FL,SURFSIDE TOWN,5811
5384,Florida,FL,SWEETWATER CITY,20701
5385,Florida,FL,TALLAHASSEE CITY,190894
5386,Florida,FL,TAMARAC CITY,65199
5387,Florida,FL,TAMPA CITY,377165
5388,Florida,FL,TARPON SPRINGS CITY,24867
5389,Florida,FL,TAVARES CITY,15922
5390,Florida,FL,TEMPLE TERRACE CITY,26515
5391,Florida,FL,TEQUESTA VILLAGE,5990
5392,Florida,FL,TITUSVILLE CITY,46019
5393,Florida,FL,TREASURE ISLAND CITY,6937
5394,Florida,FL,TRENTON CITY,2089
5395,Florida,FL,UMATILLA CITY,3757
5396,Florida,FL,VALPARAISO CITY,5072
5397,Florida,FL,VENICE CITY,22465
5398,Florida,FL,VERNON CITY,681
5399,Florida,FL,VERO BEACH CITY,16751
5400,Florida,FL,VIRGINIA GARDENS VILLAGE,2472
5401,Florida,FL,WALDO CITY,1030
5402,Florida,FL,WAUCHULA CITY,4922
5403,Florida,FL,WAUSAU TOWN,377
5404,Florida,FL,WEBSTER CITY,1086
5405,Florida,FL,WEEKI WACHEE CITY,13
5406,Florida,FL,WELAKA TOWN,684
5407,Florida,FL,WELLINGTON VILLAGE,63900
5408,Florida,FL,WEST MELBOURNE CITY,21293
5409,Florida,FL,WEST MIAMI CITY,7459
5410,Florida,FL,WESTON CITY,70015
5411,Florida,FL,WEST PALM BEACH CITY,108161
5412,Florida,FL,WEST PARK CITY,15112
5413,Florida,FL,WESTVILLE TOWN,278
5414,Florida,FL,WEWAHITCHKA CITY,2024
5415,Florida,FL,WHITE SPRINGS TOWN,775
5416,Florida,FL,WILDWOOD CITY,7464
5417,Florida,FL,WILLISTON CITY,2760
5418,Florida,FL,WILTON MANORS CITY,12682
5419,Florida,FL,WINDERMERE TOWN,3327
5420,Florida,FL,WINTER GARDEN CITY,41988
5421,Florida,FL,WINTER HAVEN CITY,38953
5422,Florida,FL,WINTER PARK CITY,30208
5423,Florida,FL,WINTER SPRINGS CITY,35599
5424,Florida,FL,WORTHINGTON SPRINGS TOWN,382
5425,Florida,FL,YANKEETOWN TOWN,504
5426,Florida,FL,ZEPHYRHILLS CITY,14907
5427,Florida,FL,ZOLFO SPRINGS TOWN,1795
5428,Florida,FL,ALACHUA COUNTY,263496
5429,Florida,FL,ALACHUA CITY,9893
5430,Florida,FL,ARCHER CITY,1191
5431,Florida,FL,GAINESVILLE CITY,131591
5432,Florida,FL,HAWTHORNE CITY,1525
5433,Florida,FL,HIGH SPRINGS CITY,5941
5434,Florida,FL,LA CROSSE TOWN,382
5435,Florida,FL,MICANOPY TOWN,638
5436,Florida,FL,NEWBERRY CITY,5709
5437,Florida,FL,WALDO CITY,1030
5438,Florida,FL,BALANCE OF ALACHUA COUNTY,105596
5439,Florida,FL,BAKER COUNTY,27937
5440,Florida,FL,GLEN ST. MARY TOWN,444
5441,Florida,FL,MACCLENNY CITY,6562
5442,Florida,FL,BALANCE OF BAKER COUNTY,20931
5443,Florida,FL,BAY COUNTY,183974
5444,Florida,FL,CALLAWAY CITY,15269
5445,Florida,FL,LYNN HAVEN CITY,20850
5446,Florida,FL,MEXICO BEACH CITY,1190
5447,Florida,FL,PANAMA CITY CITY,37635
5448,Florida,FL,PANAMA CITY BEACH CITY,12776
5449,Florida,FL,PARKER CITY,4617
5450,Florida,FL,SPRINGFIELD CITY,9494
5451,Florida,FL,BALANCE OF BAY COUNTY,82143
5452,Florida,FL,BRADFORD COUNTY,26926
5453,Florida,FL,BROOKER TOWN,332
5454,Florida,FL,HAMPTON CITY,488
5455,Florida,FL,LAWTEY CITY,718
5456,Florida,FL,STARKE CITY,5416
5457,Florida,FL,BALANCE OF BRADFORD COUNTY,19972
5458,Florida,FL,BREVARD COUNTY,579130
5459,Florida,FL,CAPE CANAVERAL CITY,10352
5460,Florida,FL,COCOA CITY,18102
5461,Florida,FL,COCOA BEACH CITY,11761
5462,Florida,FL,GRANT-VALKARIA TOWN,4150
5463,Florida,FL,INDIALANTIC TOWN,2890
5464,Florida,FL,INDIAN HARBOUR BEACH CITY,8586
5465,Florida,FL,MALABAR TOWN,3007
5466,Florida,FL,MELBOURNE CITY,81185
5467,Florida,FL,MELBOURNE BEACH TOWN,3276
5468,Florida,FL,MELBOURNE VILLAGE TOWN,701
5469,Florida,FL,PALM BAY CITY,110104
5470,Florida,FL,PALM SHORES TOWN,1034
5471,Florida,FL,ROCKLEDGE CITY,27068
5472,Florida,FL,SATELLITE BEACH CITY,10832
5473,Florida,FL,TITUSVILLE CITY,46019
5474,Florida,FL,WEST MELBOURNE CITY,21293
5475,Florida,FL,BALANCE OF BREVARD COUNTY,218770
5476,Florida,FL,BROWARD COUNTY,1909632
5477,Florida,FL,COCONUT CREEK CITY,59405
5478,Florida,FL,COOPER CITY CITY,35405
5479,Florida,FL,CORAL SPRINGS CITY,130059
5480,Florida,FL,DANIA BEACH CITY,31422
5481,Florida,FL,DAVIE TOWN,101871
5482,Florida,FL,DEERFIELD BEACH CITY,79764
5483,Florida,FL,FORT LAUDERDALE CITY,178752
5484,Florida,FL,HALLANDALE BEACH CITY,39500
5485,Florida,FL,HILLSBORO BEACH TOWN,2004
5486,Florida,FL,HOLLYWOOD CITY,151998
5487,Florida,FL,LAUDERDALE-BY-THE-SEA TOWN,6512
5488,Florida,FL,LAUDERDALE LAKES CITY,34790
