,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
147,MS,LEFLORE,GREENWOOD,GREENWOOD LEFLORE HOSPITAL,"1401 RIVER RD / PO BOX 1410
GREENWOOD, MS
(33.518254, -90.200189)",3,403,25,NaN,NaN
148,MS,LEAKE,CARTHAGE,BAPTIST MEDICAL CENTER-LEAKE,"1100 HIGHWAY 16 EAST
CARTHAGE, MS
(32.738533, -89.51641)",4,112,28,NaN,NaN
149,MS,DESOTO,OLIVE BRANCH,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,"4250 BETHEL ROAD
OLIVE BRANCH, MS
(34.922615, -89.794873)",4,330,18,NaN,NaN
150,MS,GRENADA,GRENADA,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,"960 AVENT DRIVE
GRENADA, MS
(33.763307, -89.817532)",2,187,14,NaN,NaN
151,MS,HANCOCK,BAY SAINT LOUIS,HANCOCK MEDICAL CENTER,"149 DRINKWATER BLVD
BAY SAINT LOUIS, MS
(30.31304, -89.355657)",3,151,16,NaN,NaN
152,MS,YAZOO,YAZOO CITY,BAPTIST MEDICAL CENTER YAZOO,"823 GRAND AVENUE
YAZOO CITY, MS
(32.85873, -90.403321)",3,119,26,NaN,NaN
153,MS,TALLAHATCHIE,CHARLESTON,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,"201 SOUTH MARKET ST / PO BOX 230
CHARLESTON, MS
(34.005079, -90.058165)",5,124,40,NaN,NaN
154,MS,TIPPAH,RIPLEY,TIPPAH COUNTY HOSPITAL,"1005 CITY AVE NORTH
RIPLEY, MS
(34.739322, -88.949512)",3,118,28,NaN,NaN
155,TX,LAMAR,PARIS,PARIS REGIONAL MEDICAL CENTER,"820 CLARKSVILLE ST
PARIS, TX
(33.66039, -95.547478)",2,339,19,NaN,NaN
156,MO,PETTIS,SEDALIA,BOTHWELL REGIONAL HEALTH CENTER,"601 E 14TH ST
SEDALIA, MO
(38.699051, -93.222089)",3,842,39,NaN,NaN
157,MO,GREENE,SPRINGFIELD,COX MEDICAL CENTERS,"3801 SOUTH NATIONAL AVENUE
SPRINGFIELD, MO
(37.144966, -93.27808)",3,1693,24,NaN,NaN
158,MO,MARION,HANNIBAL,HANNIBAL REGIONAL HOSPITAL,"6000 HOSPITAL DR
HANNIBAL, MO
(39.710595, -91.443967)",3,647,29,NaN,NaN
159,MO,JACKSON,KANSAS CITY,RESEARCH MEDICAL CENTER,"2316 E MEYER BLVD
KANSAS CITY, MO
(39.007169, -94.558731)",3,1174,23,NaN,NaN
160,MO,PHELPS,ROLLA,PHELPS COUNTY REGIONAL MEDICAL CENTER,"1000 W 10TH ST
ROLLA, MO
(37.951442, -91.784993)",4,336,20,NaN,NaN
161,MO,COLE,JEFFERSON CITY,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,"2505 MISSION DRIVE
JEFFERSON CITY, MO
(38.560142, -92.220285)",4,313,27,NaN,NaN
162,MO,COLE,JEFFERSON CITY,CAPITAL REGION MEDICAL CENTER,"1125 MADISON ST
JEFFERSON CITY, MO
(38.567018, -92.181588)",3,409,31,NaN,NaN
163,MO,JEFFERSON,FESTUS,MERCY HOSPITAL JEFFERSON,"1400 US HIGHWAY 61
FESTUS, MO
(38.195962, -90.395423)",3,1562,37,NaN,NaN
164,CA,RIVERSIDE,BANNING,SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE
BANNING, CA
",3,348,22,NaN,NaN
165,MO,JASPER,JOPLIN,MERCY HOSPITAL JOPLIN,"100 MERCY WAY
JOPLIN, MO
(37.034697, -94.511799)",3,1274,38,NaN,NaN
166,MO,BUCHANAN,SAINT JOSEPH,MOSAIC LIFE CARE AT ST JOSEPH,"5325 FARAON STREET
SAINT JOSEPH, MO
(39.770201, -94.770247)",4,442,25,NaN,NaN
167,MO,SAINT CHARLES,SAINT CHARLES,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,"300 1ST CAPITOL DR
SAINT CHARLES, MO
(38.780377, -90.484508)",3,441,25,NaN,NaN
168,MO,TEXAS,HOUSTON,TEXAS COUNTY MEMORIAL HOSPITAL,"1333 SAM HOUSTON BOULEVARD
HOUSTON, MO
(37.315756, -91.959559)",4,210,23,NaN,NaN
169,MO,DUNKLIN,KENNETT,TWIN RIVERS REGIONAL MEDICAL CENTER,"1301 FIRST ST
KENNETT, MO
(36.236617, -90.041772)",3,221,22,NaN,NaN
170,MO,JACKSON,KANSAS CITY,ST JOSEPH MEDICAL CENTER,"1000 CARONDELET DR
KANSAS CITY, MO
(38.935419, -94.601568)",3,438,27,NaN,NaN
171,MO,FRANKLIN,WASHINGTON,MERCY HOSPITAL WASHINGTON,"901 EAST 5TH STREET
WASHINGTON, MO
(38.5522, -91.002023)",3,1299,36,NaN,NaN
172,MO,JEFFERSON,FENTON,SSM HEALTH ST CLARE HOSPITAL - FENTON,"1015 BOWLES
FENTON, MO
(38.529043, -90.473625)",4,488,29,NaN,NaN
173,MO,AUDRAIN,MEXICO,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,"620 E MONROE
MEXICO, MO
(39.172921, -91.877238)",4,297,26,NaN,NaN
174,MO,GREENE,SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,"1235 E CHEROKEE
SPRINGFIELD, MO
(37.177969, -93.275276)",3,5413,39,NaN,NaN
175,MO,NODAWAY,MARYVILLE,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,"2016 SOUTH MAIN ST
MARYVILLE, MO
(40.326053, -94.874038)",4,214,31,NaN,NaN
176,TX,FORT BEND,RICHMOND,OAKBEND MEDICAL CENTER,"1705 JACKSON ST
RICHMOND, TX
(29.577713, -95.771297)",3,761,20,NaN,NaN
177,MO,TANEY,BRANSON,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650
BRANSON, MO
(36.650541, -93.220376)",3,751,24,NaN,NaN
178,MO,RANDOLPH,MOBERLY,MOBERLY REGIONAL MEDICAL CENTER,"1515 UNION AVE
MOBERLY, MO
(39.423879, -92.414216)",4,222,35,NaN,NaN
179,MO,PLATTE,KANSAS CITY,SAINT LUKES NORTH HOSPITAL,"5830 N W BARRY ROAD
KANSAS CITY, MO
(39.246883, -94.647898)",3,537,27,NaN,NaN
180,MO,BOONE,COLUMBIA,BOONE HOSPITAL CENTER,"1600 E BROADWAY
COLUMBIA, MO
(38.950669, -92.317039)",4,1499,45,NaN,NaN
181,MO,BATES,BUTLER,BATES COUNTY MEMORIAL HOSPITAL,"615 W NURSERY ST
BUTLER, MO
(38.249611, -94.343391)",4,144,24,NaN,NaN
182,MO,VERNON,NEVADA,NEVADA REGIONAL MEDICAL CENTER,"800 S ASH ST
NEVADA, MO
(37.830534, -94.359703)",4,136,20,NaN,NaN
183,CA,SONOMA,SONOMA,SONOMA VALLEY HOSPITAL,"347 ANDRIEUX ST
SONOMA, CA
(38.288564, -122.46585)",3,199,27,NaN,NaN
184,MO,HOWELL,WEST PLAINS,OZARKS MEDICAL CENTER,"1100 KENTUCKY AVE
WEST PLAINS, MO
(36.737992, -91.875552)",3,550,23,NaN,NaN
185,MO,LACLEDE,LEBANON,MERCY HOSPITAL LEBANON,"100 HOSPITAL DRIVE
LEBANON, MO
(37.681437, -92.635875)",3,575,36,NaN,NaN
186,MO,SAINT LOUIS,SAINT LOUIS,ST ANTHONY'S MEDICAL CENTER,"10010 KENNERLY ROAD
SAINT LOUIS, MO
(38.509739, -90.37775)",3,1099,34,NaN,NaN
187,MO,JACKSON,KANSAS CITY,TRUMAN MEDICAL CENTER HOSPITAL HILL,"2301 HOLMES STREET
KANSAS CITY, MO
(39.084815, -94.575799)",2,2288,28,NaN,NaN
188,MO,SAINT LOUIS,RICHMOND HEIGHTS,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,"6420 CLAYTON RD
RICHMOND HEIGHTS, MO
(38.633943, -90.310138)",3,583,14,NaN,NaN
189,CA,LOS ANGELES,LOS ANGELES,WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE
LOS ANGELES, CA
",3,747,24,NaN,NaN
190,MO,CLINTON,CAMERON,CAMERON REGIONAL MEDICAL CENTER,"1600 E EVERGREEN
CAMERON, MO
(39.731504, -94.218308)",3,231,25,NaN,NaN
191,MO,SAINT LOUIS,CREVE COEUR,BARNES-JEWISH WEST COUNTY HOSPITAL,"12634 OLIVE BOULEVARD
CREVE COEUR, MO
(38.676997, -90.466227)",4,444,45,NaN,NaN
192,MO,NEW MADRID,SIKESTON,MISSOURI DELTA MEDICAL CENTER,"1008 NORTH MAIN ST
SIKESTON, MO
(36.889048, -89.584346)",4,436,20,NaN,NaN
193,MO,CAPE GIRARDEAU,CAPE GIRARDEAU,SOUTHEASTHEALTH,"1701 LACEY ST
CAPE GIRARDEAU, MO
(37.311273, -89.540936)",3,1356,28,NaN,NaN
194,MO,SAINT FRANCOIS,FARMINGTON,PARKLAND HEALTH CENTER,"1101 W LIBERTY
FARMINGTON, MO
(37.780624, -90.438195)",3,442,36,NaN,NaN
195,MO,STODDARD,DEXTER,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,"1200 N ONE MILE RD
DEXTER, MO
(36.807432, -89.969973)",2,123,24,NaN,NaN
196,MO,JACKSON,KANSAS CITY,ST LUKES HOSPITAL OF KANSAS CITY,"4401 WORNALL ROAD
KANSAS CITY, MO
(39.046134, -94.59015)",4,1280,27,NaN,NaN
197,MO,SAINT LOUIS CITY,SAINT LOUIS,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,"3635 VISTA AVE
SAINT LOUIS, MO
(38.622459, -90.239052)",2,405,15,NaN,NaN
198,MO,JOHNSON,WARRENSBURG,WESTERN MISSOURI MEDICAL CENTER,"403 BURKARTH ROAD
WARRENSBURG, MO
(38.766474, -93.723701)",4,271,21,NaN,NaN
199,MO,JACKSON,KANSAS CITY,TRUMAN MEDICAL CENTER LAKEWOOD,"7900 LEE'S SUMMIT RD
KANSAS CITY, MO
(38.973583, -94.390407)",3,935,30,NaN,NaN
200,MO,CLAY,NORTH KANSAS CITY,NORTH KANSAS CITY HOSPITAL,"2800 CLAY EDWARDS DRIVE
NORTH KANSAS CITY, MO
(39.15081, -94.551852)",3,3069,27,NaN,NaN
201,MO,HENRY,CLINTON,GOLDEN VALLEY MEMORIAL HOSPITAL,"1600 N 2ND ST
CLINTON, MO
(38.391389, -93.770506)",4,342,27,NaN,NaN
202,MO,SAINT LOUIS,BRIDGETON,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,"12303 DEPAUL DRIVE
BRIDGETON, MO
(38.748965, -90.432379)",3,427,22,NaN,NaN
203,MO,JASPER,JOPLIN,FREEMAN HEALTH SYSTEM - FREEMAN WEST,"1102 WEST 32ND STREET
JOPLIN, MO
(37.054408, -94.526884)",3,1991,26,NaN,NaN
204,MO,BUTLER,POPLAR BLUFF,POPLAR BLUFF REGIONAL MEDICAL CENTER,"3100 OAK GROVE ROAD
POPLAR BLUFF, MO
(36.788987, -90.443287)",2,557,26,NaN,NaN
205,MO,JACKSON,INDEPENDENCE,CENTERPOINT MEDICAL CENTER,"19600 EAST 39TH STREET
INDEPENDENCE, MO
(39.047771, -94.349313)",3,1170,25,NaN,NaN
206,MO,SAINT CHARLES,LAKE SAINT LOUIS,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,"100 MEDICAL PLAZA
LAKE SAINT LOUIS, MO
(38.803742, -90.774423)",3,376,24,NaN,NaN
207,MO,JACKSON,LEES SUMMIT,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,"100 N E SAINT LUKE'S BOULEVARD
LEES SUMMIT, MO
(38.940551, -94.378443)",3,644,28,NaN,NaN
208,MO,POLK,BOLIVAR,CITIZENS MEMORIAL HOSPITAL,"1500 N OAKLAND
BOLIVAR, MO
(37.625971, -93.420915)",3,614,28,NaN,NaN
209,MO,SAINT CHARLES,SAINT PETERS,BARNES-JEWISH ST PETERS HOSPITAL,"10 HOSPITAL DR
SAINT PETERS, MO
(38.793291, -90.578237)",4,665,40,NaN,NaN
210,CA,LOS ANGELES,LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD
LOS ANGELES, CA
",3,5230,30,NaN,NaN
211,CA,MONTEREY,MONTEREY,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"23625 W R HOLMAN HIGHWAY
MONTEREY, CA
",4,615,32,NaN,NaN
212,MO,SAINT CHARLES,O FALLON,PROGRESS WEST HOSPITAL,"2 PROGRESS POINT PKWY
O FALLON, MO
(38.715097, -90.696597)",4,455,38,NaN,NaN
213,MO,JACKSON,BLUE SPRINGS,ST MARY'S MEDICAL CENTER,"201 NW R D MIZE RD
BLUE SPRINGS, MO
(39.023528, -94.266042)",2,411,29,NaN,NaN
214,MO,JACKSON,LEES SUMMIT,LEE'S SUMMIT MEDICAL CENTER,"2100 SE BLUE PARKWAY
LEES SUMMIT, MO
(38.90233, -94.333249)",4,763,26,NaN,NaN
215,MO,SAINT LOUIS,SAINT LOUIS,DES PERES HOSPITAL,"2345 DOUGHERTY FERRY ROAD
SAINT LOUIS, MO
(38.581081, -90.450408)",3,637,35,NaN,NaN
216,MO,CLAY,LIBERTY,LIBERTY HOSPITAL,"2525 GLENN HENDREN DR
LIBERTY, MO
(39.276757, -94.424343)",3,832,28,NaN,NaN
217,MO,BUTLER,POPLAR BLUFF,BLACK RIVER COMMUNITY MEDICAL CENTER,"217 PHYSICIANS PARK DRIVE
POPLAR BLUFF, MO
(36.770882, -90.456445)",4,110,27,NaN,NaN
218,MO,SAINT LOUIS,SAINT LOUIS,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,"11133 DUNN ROAD
SAINT LOUIS, MO
(38.775759, -90.239054)",3,2415,33,NaN,NaN
219,MO,SAINT LOUIS CITY,SAINT LOUIS,ST ALEXIUS HOSPITAL,"3933 S BROADWAY
SAINT LOUIS, MO
(38.583359, -90.227557)",2,274,29,NaN,NaN
220,MO,SAINT LOUIS,CHESTERFIELD,ST LUKES HOSPITAL,"232 S WOODS MILL RD
CHESTERFIELD, MO
(38.653066, -90.50592)",4,3041,35,NaN,NaN
221,MO,CAMDEN,OSAGE BEACH,LAKE REGIONAL HEALTH SYSTEM,"54 HOSPITAL DRIVE
OSAGE BEACH, MO
(38.118486, -92.681085)",3,626,26,NaN,NaN
222,MO,PERRY,PERRYVILLE,PERRY COUNTY MEMORIAL HOSPITAL,"434 NORTH WEST STREET
PERRYVILLE, MO
(37.731747, -89.864812)",4,298,26,NaN,NaN
223,CA,ORANGE,NEWPORT BEACH,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"ONE HOAG DRIVE
NEWPORT BEACH, CA
",3,5521,25,NaN,NaN
224,MO,LAFAYETTE,LEXINGTON,LAFAYETTE REGIONAL HEALTH CENTER,"1500 STATE STREET
LEXINGTON, MO
(39.189146, -93.877065)",4,141,24,NaN,NaN
225,MO,LINCOLN,TROY,MERCY HOSPITAL LINCOLN,"1000 EAST CHERRY STREET
TROY, MO
(38.983989, -90.964767)",4,127,33,NaN,NaN
226,MO,LAWRENCE,AURORA,MERCY HOSPITAL AURORA,"500 PORTER AVENUE
AURORA, MO
(36.97051, -93.710962)",4,161,37,NaN,NaN
227,CA,SHASTA,REDDING,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS
REDDING, CA
",3,1242,23,NaN,NaN
228,MO,CRAWFORD,SULLIVAN,MISSOURI BAPTIST SULLIVAN HOSPITAL,"751 SAPPINGTON BRIDGE RD
SULLIVAN, MO
(38.195574, -91.169288)",4,304,32,NaN,NaN
229,MO,BARTON,LAMAR,COX BARTON COUNTY HOSPITAL,"29 NW 1ST LANE
LAMAR, MO
(37.505282, -94.299482)",4,155,32,NaN,NaN
230,MO,SAINTE GENEVIEVE,SAINTE GENEVIEVE,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468
SAINTE GENEVIEVE, MO
(37.968347, -90.053968)",4,169,32,NaN,NaN
231,MO,JASPER,CARTHAGE,MERCY HOSPITAL CARTHAGE,"3125 DR RUSSELL SMITH WAY
CARTHAGE, MO
(37.1367, -94.320872)",4,190,44,NaN,NaN
232,MO,PIKE,LOUISIANA,PIKE COUNTY MEMORIAL HOSPITAL,"2305 WEST GEORGIA STREET
LOUISIANA, MO
(39.441679, -91.065383)",5,114,40,NaN,NaN
233,MO,CASS,HARRISONVILLE,CASS REGIONAL MEDICAL CENTER,"2800 E ROCK HAVEN ROAD
HARRISONVILLE, MO
(38.663345, -94.375321)",4,167,24,NaN,NaN
234,MO,LIVINGSTON,CHILLICOTHE,HEDRICK MEDICAL CENTER,"2799 NORTH WASHINGTON STREET
CHILLICOTHE, MO
(39.816125, -93.552781)",4,254,27,NaN,NaN
235,MO,BARRY,MONETT,COX MONETT HOSPITAL,"801 NORTH LINCOLN AVENUE
MONETT, MO
(36.926633, -93.93125)",5,151,24,NaN,NaN
236,MO,RAY,RICHMOND,RAY COUNTY MEMORIAL HOSPITAL,"904 WOLLARD BOULEVARD
RICHMOND, MO
(39.264394, -93.956173)",4,119,30,NaN,NaN
237,CA,SANTA CLARA,MOUNTAIN VIEW,EL CAMINO HOSPITAL,"2500 GRANT ROAD
MOUNTAIN VIEW, CA
(37.369341, -122.077933)",4,1584,26,NaN,NaN
238,CA,PLACER,ROSEVILLE,SUTTER ROSEVILLE MEDICAL CENTER,"ONE MEDICAL PLAZA
ROSEVILLE, CA
",3,2014,29,NaN,NaN
239,MT,FLATHEAD,KALISPELL,KALISPELL REGIONAL MEDICAL CENTER,"310 SUNNYVIEW LANE
KALISPELL, MT
(48.215685, -114.324753)",4,643,32,NaN,NaN
240,MT,MISSOULA,MISSOULA,ST PATRICK HOSPITAL,"500 W BROADWAY
MISSOULA, MT
(46.873905, -113.999891)",4,2403,35,NaN,NaN
241,MT,CASCADE,GREAT FALLS,GREAT FALLS CLINIC HOSPITAL,"3010 15TH AVENUE SOUTH
GREAT FALLS, MT
(47.487737, -111.254561)",3,254,24,NaN,NaN
242,MT,YELLOWSTONE,BILLINGS,ST VINCENT HEALTHCARE,"1233 N 30TH ST
BILLINGS, MT
(45.793101, -108.520217)",4,1187,19,NaN,NaN
243,MT,MISSOULA,MISSOULA,COMMUNITY MEDICAL CENTER,"2827 FORT MISSOULA RD
MISSOULA, MT
(46.842062, -114.055919)",3,639,30,NaN,NaN
244,MT,FLATHEAD,KALISPELL,THE HEALTHCENTER,"320 SUNNYVIEW LANE
KALISPELL, MT
(48.216208, -114.324047)",4,179,40,NaN,NaN
245,MT,YELLOWSTONE,BILLINGS,BILLINGS CLINIC HOSPITAL,"2800 10TH AVE N
BILLINGS, MT
(45.790452, -108.51415)",3,2244,30,NaN,NaN
246,MT,GALLATIN,BOZEMAN,BOZEMAN HEALTH DEACONESS HOSPITAL,"915 HIGHLAND BLVD
BOZEMAN, MT
(45.670278, -111.017239)",4,631,31,NaN,NaN
247,TX,ATASCOSA,JOURDANTON,METHODIST HOSPITAL SOUTH,"1905 HWY 97 EAST
JOURDANTON, TX
(28.931374, -98.526059)",3,311,26,NaN,NaN
248,MT,CASCADE,GREAT FALLS,BENEFIS HOSPITALS INC,"1101 26TH ST S
GREAT FALLS, MT
(47.491848, -111.262615)",3,537,28,NaN,NaN
249,MT,SILVER BOW,BUTTE,ST JAMES HEALTHCARE,"400 S CLARK ST
BUTTE, MT
(46.00928, -112.546068)",3,485,23,NaN,NaN
250,MT,HILL,HAVRE,NORTHERN MONTANA HOSPITAL,"30 13TH ST
HAVRE, MT
(48.539326, -109.686363)",2,203,20,NaN,NaN
251,MT,BEAVERHEAD,DILLON,BARRETT HOSPITAL & HEALTHCARE,"600 MT HWY 91 S
DILLON, MT
(45.200654, -112.646003)",5,115,29,NaN,NaN
252,MT,PARK,LIVINGSTON,LIVINGSTON HEALTHCARE,"504 S 13TH ST
LIVINGSTON, MT
(45.649939, -110.56915)",4,210,31,NaN,NaN
253,MT,VALLEY,GLASGOW,FRANCES MAHON DEACONESS HOSPITAL,"621 3RD ST S
GLASGOW, MT
(48.189571, -106.636379)",5,103,28,NaN,NaN
254,CA,ALAMEDA,CASTRO VALLEY,EDEN MEDICAL CENTER,"20103 LAKE CHABOT ROAD
CASTRO VALLEY, CA
",3,752,20,NaN,NaN
255,MT,DEER LODGE,ANACONDA,COMMUNITY HOSPITAL OF ANACONDA,"401 W PENNSYLVANIA
ANACONDA, MT
(46.133111, -112.956153)",3,333,33,NaN,NaN
256,MT,LAKE,RONAN,ST LUKE COMMUNITY HOSPITAL,"107 6TH AVE SW
RONAN, MT
(47.528835, -114.106242)",4,150,23,NaN,NaN
257,MT,LINCOLN,LIBBY,CABINET PEAKS MEDICAL CENTER,"209 HEALTH PARK DR
LIBBY, MT
(48.392621, -115.546271)",3,153,28,NaN,NaN
258,CA,ORANGE,MISSION VIEJO,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD
MISSION VIEJO, CA
",3,2633,30,NaN,NaN
259,MT,FLATHEAD,WHITEFISH,NORTH VALLEY HOSPITAL,"1600 HOSPITAL WAY
WHITEFISH, MT
(48.381032, -114.331326)",4,303,29,NaN,NaN
260,CA,ORANGE,LA PALMA,LA PALMA INTERCOMMUNITY HOSPITAL,"7901 WALKER STREET
LA PALMA, CA
(33.847585, -118.03725)",3,323,18,NaN,NaN
261,NE,LANCASTER,LINCOLN,BRYAN MEDICAL CENTER,"1600 SOUTH 48TH ST
LINCOLN, NE
(40.796598, -96.653661)",4,673,37,NaN,NaN
262,MT,RAVALLI,HAMILTON,MARCUS DALY MEMORIAL HOSPITAL - CAH,"1200 WESTWOOD DR
HAMILTON, MT
(46.247158, -114.171365)",4,279,27,NaN,NaN
263,TX,BOWIE,TEXARKANA,WADLEY REGIONAL MEDICAL CENTER,"1000 PINE STREET
TEXARKANA, TX
(33.428482, -94.047188)",3,887,27,NaN,NaN
264,NE,LANCASTER,LINCOLN,CHI HEALTH ST ELIZABETH,"555 SOUTH 70TH ST
LINCOLN, NE
(40.807609, -96.625179)",3,1269,29,NaN,NaN
265,MT,LAKE,POLSON,PROVIDENCE ST JOSEPH MEDICAL CENTER,"6 13TH AVE E
POLSON, MT
(47.683344, -114.163327)",3,114,23,NaN,NaN
266,NE,HALL,GRAND ISLAND,CHI HEALTH ST FRANCIS,"2620 WEST FAIDLEY AVE
GRAND ISLAND, NE
(40.924267, -98.370887)",3,688,26,NaN,NaN
267,NE,DOUGLAS,OMAHA,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,"7500 MERCY RD
OMAHA, NE
(41.237904, -96.028717)",3,2061,24,NaN,NaN
268,MT,RICHLAND,SIDNEY,SIDNEY HEALTH CENTER,"216 14TH AVE SW
SIDNEY, MT
(47.715839, -104.174171)",4,172,26,NaN,NaN
269,NE,ADAMS,HASTINGS,MARY LANNING HEALTHCARE,"715 N ST JOSEPH AVE
HASTINGS, NE
(40.592416, -98.387474)",4,651,32,NaN,NaN
270,MT,FERGUS,LEWISTOWN,CENTRAL MONTANA MEDICAL CENTER,"408 WENDELL AVE
LEWISTOWN, MT
(47.058463, -109.442227)",4,144,36,NaN,NaN
271,NE,DOUGLAS,OMAHA,METHODIST HOSPITAL,"8303 DODGE ST
OMAHA, NE
(41.259682, -96.041771)",4,1901,38,NaN,NaN
272,NE,DOUGLAS,OMAHA,MIDWEST SURGICAL HOSPITAL LLC,"7915 FARNAM DRIVE
OMAHA, NE
(41.258155, -96.036891)",5,580,63,NaN,NaN
273,CA,RIVERSIDE,SUN CITY,MENIFEE VALLEY MEDICAL CENTER,"28400 MCCALL B0ULEVARD
SUN CITY, CA
",1,295,18,NaN,NaN
274,NE,SARPY,PAPILLION,CHI HEALTH MIDLANDS,"11111 SOUTH 84TH ST
PAPILLION, NE
(41.136866, -96.042825)",4,228,25,NaN,NaN
275,NE,PLATTE,COLUMBUS,COLUMBUS COMMUNITY HOSPITAL,"4600 38TH ST
COLUMBUS, NE
(41.453273, -97.3849)",4,518,37,NaN,NaN
276,NE,LINCOLN,NORTH PLATTE,GREAT PLAINS HEALTH,"601 WEST LEOTA ST
NORTH PLATTE, NE
(41.120746, -100.770199)",3,616,30,NaN,NaN
277,NE,DOUGLAS,OMAHA,CHI HEALTH LAKESIDE,"16901 LAKESIDE HILLS CT
OMAHA, NE
(41.23904, -96.180532)",3,856,24,NaN,NaN
278,CA,LOS ANGELES,LOS ANGELES,KECK HOSPITAL OF USC,"1500 SAN PABLO ST
LOS ANGELES, CA
(34.062168, -118.203234)",3,1281,25,NaN,NaN
279,NE,MADISON,NORFOLK,FAITH REGIONAL HEALTH SERVICES,"2700 WEST NORFOLK AVE
NORFOLK, NE
(42.032526, -97.450942)",3,418,31,NaN,NaN
280,NE,DOUGLAS,OMAHA,NEBRASKA ORTHOPAEDIC HOSPITAL,"2808 SOUTH 143RD PLZ
OMAHA, NE
(41.232332, -96.134472)",5,550,63,NaN,NaN
281,NE,DOUGLAS,OMAHA,CHI HEALTH IMMANUEL,"6901 NORTH 72ND ST
OMAHA, NE
(41.321839, -96.023788)",3,975,22,NaN,NaN
282,NE,LANCASTER,LINCOLN,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH ST, SUITE 200
LINCOLN, NE
(40.794718, -96.624974)",5,619,71,NaN,NaN
283,NE,DODGE,FREMONT,FREMONT HEALTH MEDICAL CENTER,"450 EAST 23RD ST
FREMONT, NE
(41.451464, -96.492473)",4,312,26,NaN,NaN
284,NE,LANCASTER,LINCOLN,CHI HEALTH NEBRASKA HEART,"7500 SOUTH 91ST ST
LINCOLN, NE
(40.735476, -96.594607)",4,447,43,NaN,NaN
285,NE,SARPY,BELLEVUE,BELLEVUE MEDICAL CENTER,"2500 BELLEVUE MEDICAL CENTER DR
BELLEVUE, NE
(41.13639, -95.94586)",4,911,28,NaN,NaN
286,NE,BUFFALO,KEARNEY,KEARNEY REGIONAL MEDICAL CENTER,"804 22ND AVENUE
KEARNEY, NE
(40.6975, -99.0931)",3,665,46,NaN,NaN
287,CA,SAN DIEGO,SAN DIEGO,ALVARADO HOSPITAL MEDICAL CENTER,"6655 ALVARADO ROAD
SAN DIEGO, CA
(32.777136, -117.056602)",2,426,23,NaN,NaN
288,NE,SEWARD,SEWARD,MEMORIAL HEALTH CARE SYSTEMS,"300 NORTH COLUMBIA AVE
SEWARD, NE
(40.909217, -97.091916)",4,135,40,NaN,NaN
289,NE,HOLT,O' NEILL,AVERA ST ANTHONY'S HOSPITAL,"300 NORTH 2ND ST
O' NEILL, NE
(42.460338, -98.651118)",4,201,34,NaN,NaN
290,NE,BUTLER,DAVID CITY,BUTLER COUNTY HEALTH CARE CENTER,"372 SOUTH 9TH ST
DAVID CITY, NE
(41.246471, -97.123038)",5,124,47,NaN,NaN
291,NE,DAWES,CHADRON,CHADRON COMMUNITY HOSPITAL CORP,"825 CENTENNIAL DRIVE
CHADRON, NE
(42.822573, -103.012866)",4,101,31,NaN,NaN
292,NE,CUMING,WEST POINT,ST FRANCIS MEMORIAL HOSPITAL,"430 NORTH MONITOR ST
WEST POINT, NE
(41.842945, -96.706763)",5,142,52,NaN,NaN
293,NE,OTOE,NEBRASKA CITY,CHI HEALTH ST MARY'S,"1301 GRUNDMAN BLVD
NEBRASKA CITY, NE
(40.658152, -95.862109)",5,110,28,NaN,NaN
